0 1 2
637 90 148
637 30 420
637 1 2
637 24 3
637 1 3
637 90 91
637 30 436
637 22 232
637 90 154
637 11 639
637 13 340
637 90 117
637 83 87
637 22 76
637 30 464
637 1 5
640 1 341
640 24 3
640 1 15
640 22 76
640 9 10
641 1 5
641 30 464
641 1 7
641 1 3
641 30 28
641 9 10
641 24 3
641 1 289
642 9 10
642 1 7
642 13 85
642 1 5
642 1 3
642 11 147
642 13 118
642 1 2
643 30 436
643 22 20
643 13 381
643 11 12
643 11 37
643 24 371
643 13 28
643 1 15
643 30 37
643 1 7
643 83 84
643 1 371
643 30 600
643 30 420
643 1 341
644 9 10
644 1 2
644 30 28
644 1 7
644 13 28
645 13 118
645 13 198
645 1 341
645 1 15
645 13 59
645 383 499
645 1 3
645 30 198
645 13 28
645 1 5
645 13 139
646 13 28
646 11 45
646 1 15
646 1 2
646 1 5
646 1 3
646 1 341
647 1 2
647 383 499
647 1 7
647 1 15
647 30 464
647 1 341
647 9 10
647 13 28
647 22 76
648 1 7
648 13 27
648 11 147
648 13 28
648 1 5
648 24 3
648 1 3
648 1 15
648 13 353
648 1 2
648 1 341
648 30 420
648 22 76
648 13 14
648 30 14
649 11 45
649 13 352
649 1 3
649 1 5
649 30 352
649 13 118
649 9 10
649 30 118
650 9 10
650 1 341
650 30 118
650 11 49
650 13 351
650 30 340
650 1 15
650 1 7
651 22 76
651 1 289
651 1 15
651 30 198
651 11 45
651 1 2
651 13 28
651 1 5
651 13 118
651 13 139
651 24 3
652 13 59
652 13 107
652 30 420
652 30 436
652 1 7
652 1 341
652 30 464
652 30 20
652 13 118
652 22 20
652 11 37
652 24 3
652 1 2
652 30 37
652 9 10
652 1 15
653 1 2
653 1 5
653 13 480
653 1 3
653 30 480
653 30 198
653 1 341
653 22 76
653 13 118
654 1 15
654 11 45
654 1 3
654 24 3
654 1 2
654 9 10
655 30 118
655 1 2
655 1 3
655 13 118
655 1 15
655 383 499
655 30 352
655 13 352
656 13 69
656 13 181
656 1 2
656 1 5
656 1 3
656 22 76
657 1 3
657 11 50
658 1 101
658 1 15
659 265 266
659 1 7
659 1 390
659 90 542
659 1 391
659 1 235
659 1 286
659 1 375
659 90 543
659 90 577
659 99 45
659 1 660
659 1 570
659 90 661
659 1 121
662 19 76
662 1 2
663 13 28
663 83 87
663 9 10
663 13 27
663 13 118
663 22 336
663 1 15
663 24 3
663 83 84
663 30 336
663 13 434
663 30 600
663 1 5
663 83 92
663 1 2
663 30 40
663 1 7
663 1 3
663 30 420
663 30 436
664 24 3
664 1 2
664 83 84
664 13 69
664 96 119
664 9 10
665 1 3
665 83 92
665 24 3
665 11 43
666 1 7
666 1 2
666 11 306
666 1 15
667 361 69
668 9 10
668 1 5
669 1 5
669 1 2
669 1 101
669 1 15
669 24 70
670 24 169
671 1 3
671 30 420
671 30 232
671 13 118
671 9 10
671 1 15
671 30 436
671 83 92
671 13 85
671 30 46
671 1 2
671 11 46
671 24 3
671 1 7
671 1 5
672 1 15
672 9 10
672 11 45
672 1 2
672 13 28
673 282 674
673 265 266
673 1 296
673 675 76
673 90 180
676 24 3
677 11 45
677 9 10
677 1 7
678 1 7
678 24 70
678 22 232
678 1 15
678 11 46
678 13 69
678 13 64
679 9 10
679 1 5
679 1 3
679 1 70
679 13 28
679 11 43
679 22 680
679 83 92
681 90 134
681 1 2
681 90 119
681 90 148
681 24 3
681 90 115
681 90 175
681 90 91
681 1 3
681 13 64
681 90 106
681 9 10
681 1 5
681 90 154
681 90 582
682 1 3
682 1 2
683 13 684
683 1 5
683 9 10
683 1 2
683 1 3
683 24 3
683 1 7
685 9 10
686 13 381
686 1 2
687 24 3
687 1 7
687 1 3
688 1 15
688 13 28
688 11 689
688 1 7
688 1 2
688 1 3
688 13 27
688 1 5
690 24 169
690 1 169
690 367 474
690 1 15
690 9 310
690 361 28
690 30 420
690 30 473
690 311 473
691 1 5
691 9 10
691 30 20
691 1 3
691 1 7
691 1 70
691 1 15
691 1 2
692 24 3
693 1 5
694 19 76
694 300 301
694 1 57
694 300 340
694 1 5
694 1 238
695 1 238
696 300 352
696 1 238
696 487 340
697 1 57
698 1 238
698 300 340
698 19 76
699 487 340
699 1 15
699 1 5
700 1 7
700 24 238
700 487 701
702 487 40
702 1 238
703 487 704
703 1 2
705 1 238
705 1 5
706 1 7
706 1 5
707 1 5
708 11 45
709 1 5
710 1 238
710 300 197
711 329 403
711 1 121
711 1 15
712 24 238
712 1 5
712 1 238
712 487 488
712 300 352
713 300 301
714 1 238
714 24 238
715 1 2
716 300 352
716 1 5
717 487 85
718 1 7
719 24 238
719 300 85
720 1 238
721 487 722
723 1 2
724 1 57
725 1 238
726 24 238
727 487 728
729 1 2
729 1 238
729 24 238
730 24 238
731 24 238
731 1 57
732 1 2
733 1 15
734 1 7
735 1 7
735 24 238
736 1 2
737 300 301
737 300 340
737 1 5
738 1 15
739 1 238
739 1 57
739 1 2
740 487 45
740 1 5
741 487 45
742 1 2
742 1 57
743 1 238
744 487 45
745 300 197
746 1 2
746 11 400
746 22 232
746 13 28
747 22 76
747 11 45
747 24 3
747 1 5
748 1 396
748 13 434
748 90 84
748 22 558
748 90 91
748 90 110
748 9 356
748 1 15
748 13 435
748 83 84
748 90 87
748 90 119
748 90 92
748 11 40
748 83 92
748 30 420
748 30 600
748 30 199
748 1 7
748 1 2
748 24 70
748 90 582
748 30 436
748 30 40
748 83 87
749 96 542
749 99 45
749 1 7
749 265 266
749 96 543
749 1 286
749 1 121
750 1 101
750 1 751
750 1 2
750 9 10
752 1 7
752 1 3
752 13 85
752 83 92
752 24 3
752 1 2
752 1 15
752 1 5
752 13 118
752 13 722
752 22 124
752 1 341
752 30 85
752 11 12
752 9 10
753 1 15
753 1 346
753 1 7
754 83 84
754 13 434
754 30 336
754 13 14
754 1 101
754 30 199
754 13 59
754 83 87
754 13 28
754 1 7
754 1 15
754 1 70
754 13 435
754 30 755
754 1 341
754 1 2
754 1 3
754 30 756
754 30 40
754 30 436
754 11 40
754 9 356
754 1 5
757 1 7
758 1 7
759 1 2
760 1 7
761 1 15
761 11 37
761 1 3
761 13 14
761 24 3
762 1 15
762 24 169
762 1 5
762 1 101
762 1 2
763 300 301
764 1 7
764 11 51
765 90 661
765 99 45
765 1 390
765 1 7
765 90 577
765 90 542
765 96 543
765 1 286
765 1 121
765 265 266
765 1 375
765 1 391
765 90 531
765 1 235
766 13 14
766 11 45
766 9 10
766 13 108
766 1 3
767 1 314
767 22 76
767 1 7
767 13 108
767 13 14
768 11 45
768 13 69
768 11 49
768 9 10
769 300 301
769 1 238
770 1 238
771 90 661
771 1 287
771 1 235
771 90 542
771 1 390
771 1 7
771 1 121
771 265 266
771 1 375
771 1 391
771 90 531
771 96 543
772 1 7
772 1 390
772 96 542
772 90 577
772 96 543
772 96 531
772 529 530
772 1 375
772 99 45
772 1 287
772 1 121
772 1 235
772 1 471
772 1 286
772 90 661
772 1 391
773 9 315
773 1 289
774 377 7
775 13 199
775 1 15
775 13 103
775 11 40
775 24 3
775 1 289
775 13 139
775 13 27
775 1 7
775 13 28
775 1 2
776 1 346
777 1 15
777 1 3
777 9 10
777 13 14
777 1 5
777 22 336
777 83 92
777 83 84
777 1 7
777 96 119
778 11 779
778 13 28
778 1 5
778 9 10
778 11 36
778 1 2
778 30 464
778 22 72
778 13 27
778 1 7
778 1 341
778 30 28
778 1 15
780 1 5
781 99 45
782 1 101
782 487 352
782 300 301
782 1 5
782 300 85
782 24 238
783 1 7
783 1 101
783 22 784
783 1 15
783 1 2
783 1 5
785 9 315
785 1 5
785 11 45
785 1 7
785 1 314
785 24 314
785 13 14
785 13 163
785 13 353
785 13 64
786 311 76
786 1 5
787 24 3
788 1 7
788 11 789
788 13 197
788 11 45
790 1 7
790 1 5
791 96 543
791 1 7
791 1 471
791 90 661
791 529 530
791 1 390
791 285 40
791 792 143
791 1 286
791 1 391
791 1 375
791 96 542
791 99 40
791 24 508
791 90 577
793 22 419
793 1 3
793 383 384
793 24 3
793 1 7
793 90 91
794 11 50
794 1 3
794 24 3
795 1 5
795 1 303
795 329 45
795 1 15
796 1 7
796 797 674
796 24 3
796 9 10
796 1 15
796 1 5
796 22 76
796 30 50
796 13 139
796 1 2
796 13 103
796 13 28
798 1 15
798 300 301
798 1 70
799 361 59
799 1 101
799 1 2
799 361 28
799 311 76
800 367 37
800 367 36
800 311 124
800 367 12
800 1 15
800 367 49
800 24 169
800 311 784
800 1 5
800 311 20
800 361 443
800 1 169
800 311 76
801 1 2
801 1 169
802 1 3
802 803 804
802 11 45
802 1 7
802 1 5
802 13 103
802 1 341
802 1 15
802 1 2
802 22 76
802 797 805
802 1 70
802 1 382
802 24 70
806 9 10
806 22 76
806 13 94
806 13 28
806 30 50
806 1 371
806 22 94
806 13 73
806 13 118
806 1 3
806 1 5
806 1 7
806 13 353
807 1 7
808 30 680
808 13 163
808 9 10
808 30 464
808 1 341
808 30 420
808 1 2
808 30 436
808 1 7
808 1 5
808 30 600
808 1 101
808 1 3
808 24 3
808 30 118
808 13 28
808 22 680
808 13 59
808 13 139
808 30 43
809 810 45
809 329 45
811 1 169
811 361 385
811 9 310
812 1 121
812 529 813
812 1 390
812 1 391
814 24 3
814 1 15
814 13 69
814 1 2
814 1 3
815 11 37
815 13 69
816 11 12
816 11 37
816 83 84
816 1 5
816 13 14
816 9 10
816 22 124
816 1 3
816 1 2
817 1 2
817 30 232
817 1 101
817 83 92
817 22 232
817 1 15
817 30 420
817 11 818
817 1 3
817 1 5
817 24 3
817 1 7
817 11 400
817 13 28
817 30 600
817 83 84
817 9 10
819 1 169
819 1 15
819 1 7
819 311 76
819 1 3
819 11 45
819 13 85
820 80 81
820 24 247
820 255 260
821 1 121
821 1 375
821 1 390
821 1 235
821 90 577
821 90 661
821 1 7
821 96 543
821 1 471
821 99 49
821 1 287
821 265 266
821 96 531
821 529 813
821 1 391
821 529 530
821 1 570
821 1 508
821 96 542
821 529 822
823 1 15
823 1 3
824 11 12
824 30 436
824 1 15
824 1 5
824 1 2
824 30 600
824 9 356
824 22 124
824 30 420
824 11 37
824 30 124
824 13 28
824 83 92
824 1 101
824 1 7
824 83 87
824 1 341
825 300 85
826 13 231
826 1 15
826 13 14
826 9 10
826 1 2
827 30 464
827 24 3
827 11 45
827 1 7
827 13 28
827 22 232
827 1 15
827 1 3
827 1 2
828 311 76
829 9 10
829 11 36
829 24 3
830 19 76
830 1 101
831 22 20
831 30 420
831 13 69
831 30 403
831 1 5
831 1 2
831 1 3
831 30 69
831 24 3
832 19 76
832 1 15
832 1 238
833 30 28
833 1 341
833 1 7
833 22 76
833 13 434
833 30 464
833 1 15
833 383 499
833 13 28
833 24 3
834 1 289
834 90 531
834 1 391
834 90 661
834 24 570
834 529 530
834 96 543
834 1 121
834 90 542
834 1 570
834 90 577
834 1 375
834 1 835
836 1 2
836 1 7
836 13 837
838 1 15
838 24 3
838 13 64
839 9 10
839 13 94
839 1 7
839 1 15
839 1 2
840 1 15
840 367 474
840 24 169
841 1 3
841 30 28
841 1 15
841 1 7
841 13 59
841 13 28
841 1 289
841 30 464
842 1 2
842 9 10
842 1 382
842 1 5
842 13 14
842 11 45
842 1 7
843 1 5
843 24 371
843 1 3
843 1 15
843 1 7
844 1 15
844 11 45
844 1 341
844 1 5
845 11 44
845 1 7
845 24 3
846 1 7
846 1 169
846 1 15
847 1 570
847 529 822
847 529 813
847 96 542
847 265 266
847 96 531
847 1 390
847 1 471
847 1 391
847 1 375
847 96 543
847 24 570
847 529 530
847 1 121
848 1 15
848 1 382
848 30 118
848 13 28
848 13 118
848 383 499
848 1 5
848 9 10
848 1 3
848 1 341
848 13 59
848 1 2
848 22 76
849 22 76
849 13 181
849 13 850
849 11 45
849 11 50
849 11 37
849 30 69
849 1 7
849 90 91
849 13 69
849 24 3
849 1 15
849 1 5
849 13 684
849 1 341
851 1 7
851 1 2
851 1 15
852 1 3
853 1 3
853 13 181
853 22 20
853 1 7
853 13 108
853 1 15
853 30 108
853 1 101
853 22 76
853 1 371
853 11 45
853 24 70
853 13 197
853 1 2
853 9 356
853 1 70
854 1 121
854 1 570
854 1 390
854 96 543
854 529 822
854 1 286
854 265 266
854 1 508
854 99 40
854 96 531
854 1 391
854 529 813
854 1 835
855 1 169
856 24 238
856 1 57
857 11 380
857 1 5
857 30 600
857 30 756
857 1 858
857 1 341
857 13 381
857 13 385
857 1 3
857 30 36
857 13 28
857 30 436
857 9 356
857 1 70
857 30 464
857 22 72
857 859 701
857 1 2
857 24 70
860 83 87
860 11 12
860 1 3
860 13 118
860 30 351
860 11 46
860 30 85
860 22 124
860 1 7
860 83 92
860 13 28
860 9 10
860 13 85
860 1 341
860 24 3
860 11 380
860 11 45
861 1 5
861 13 103
861 9 10
861 22 419
861 1 3
862 83 87
862 11 40
862 13 14
863 361 28
863 367 45
863 1 2
863 96 864
863 1 15
863 1 169
865 13 14
865 1 7
865 24 3
866 13 837
867 24 238
868 1 2
869 1 2
870 1 5
870 1 871
870 13 64
872 1 15
873 22 232
874 1 15
875 1 15
876 22 232
876 1 3
876 1 15
877 22 232
878 1 3
879 24 238
880 1 550
880 1 7
881 13 59
881 1 2
881 1 7
881 13 14
881 13 163
881 22 76
881 1 382
882 11 45
882 30 362
882 24 3
882 13 362
882 1 314
882 13 28
882 1 15
882 9 10
882 13 198
882 1 3
882 803 804
882 1 382
882 30 198
882 22 76
882 30 464
882 1 341
882 1 2
882 13 108
883 1 7
884 1 375
884 90 542
884 1 287
884 1 835
884 1 390
884 1 570
884 1 391
884 1 885
884 1 121
884 1 886
884 1 550
884 90 661
884 90 577
884 529 813
884 1 887
884 1 235
884 90 531
884 99 45
884 1 888
889 24 3
889 1 15
889 9 10
889 1 2
889 13 85
889 1 5
889 1 341
889 1 382
889 1 3
889 11 50
890 1 5
890 30 464
890 83 84
890 1 3
890 1 101
890 9 10
890 1 371
890 1 341
890 1 70
890 22 76
890 11 45
890 13 28
890 13 353
890 83 92
890 1 15
890 383 499
890 83 87
890 30 600
890 24 3
890 1 7
890 30 37
890 11 37
890 30 420
890 1 382
890 30 891
890 30 28
892 24 238
893 96 543
893 1 471
893 1 391
893 1 287
893 1 121
893 265 266
893 529 530
893 1 7
893 1 390
893 1 235
894 1 3
895 1 5
896 1 289
896 1 101
897 9 10
897 11 45
897 22 76
897 1 15
897 13 73
897 1 341
898 9 10
898 13 73
898 1 2
898 22 76
898 1 341
898 13 107
898 1 7
898 1 5
898 24 3
898 11 45
899 13 85
899 11 45
899 24 3
899 1 2
899 1 3
899 13 118
899 1 341
899 13 145
899 383 499
899 30 351
899 1 7
899 1 15
899 22 76
899 797 674
900 11 45
900 30 901
900 13 59
900 1 15
900 1 382
900 24 3
900 13 28
900 1 3
900 1 5
900 30 902
903 1 2
903 1 15
904 13 73
904 30 636
904 22 76
904 1 341
904 1 3
904 13 636
904 9 315
904 30 905
904 11 45
904 1 371
904 13 108
904 30 28
906 1 314
906 1 3
906 1 15
906 24 314
906 1 7
906 13 73
907 1 7
908 1 2
908 1 5
909 24 3
909 11 45
909 13 14
909 13 94
909 1 7
909 1 15
909 1 5
910 1 3
911 30 891
911 22 76
911 13 14
911 1 2
911 1 7
911 30 14
911 11 45
912 9 10
912 1 2
912 1 5
912 1 15
912 22 20
912 11 37
913 22 76
913 1 3
913 24 3
913 11 45
913 30 362
913 1 5
913 9 10
913 1 341
914 9 10
914 1 5
914 13 59
914 13 118
914 11 789
914 1 2
914 11 38
914 22 915
916 11 45
916 30 901
916 13 197
916 13 73
916 1 7
916 24 3
916 1 341
916 30 905
916 22 76
916 9 10
916 1 101
916 1 15
916 1 5
916 1 371
917 24 3
917 1 7
917 1 5
918 1 871
918 1 5
918 1 2
919 24 3
919 13 73
919 83 92
919 1 5
919 11 40
919 1 2
920 1 5
920 1 2
921 1 57
922 9 923
922 1 471
922 1 235
922 529 813
922 1 375
922 99 36
922 388 924
922 1 391
922 1 7
922 1 287
922 1 390
922 1 887
922 529 530
922 96 543
922 529 822
922 99 49
922 265 266
922 1 570
925 1 7
926 1 5
927 24 169
927 361 928
929 30 118
929 9 310
929 1 341
929 1 169
930 1 7
930 361 145
930 1 15
930 1 169
930 311 419
930 1 289
930 1 5
930 24 169
930 367 51
931 9 310
931 1 341
931 1 7
931 311 20
931 1 2
931 1 5
931 367 45
931 1 15
931 311 76
931 1 169
932 9 310
933 1 15
933 13 181
934 367 45
935 1 121
936 24 169
937 300 197
937 19 76
938 1 2
938 311 76
938 9 310
938 1 169
938 1 15
938 1 5
938 361 14
939 1 2
939 13 69
939 13 458
939 1 3
939 22 76
939 1 7
940 13 145
940 30 436
940 30 324
940 13 85
940 11 51
940 1 3
940 1 15
940 1 2
940 1 341
940 30 51
940 13 139
940 30 85
940 13 324
940 30 420
940 1 5
940 24 3
940 30 419
941 1 2
941 24 3
941 1 3
941 13 103
941 13 362
942 1 7
942 1 5
943 1 7
943 13 14
943 24 3
943 22 76
943 1 5
943 30 944
943 1 341
943 13 59
943 11 45
943 1 3
943 30 14
943 30 118
943 13 103
945 1 5
945 9 10
945 311 76
945 1 2
945 30 946
945 1 3
945 13 946
945 30 28
945 1 341
945 30 464
945 1 15
945 11 45
945 1 371
945 367 45
945 13 28
947 13 434
947 1 7
947 13 435
947 22 76
947 1 15
948 13 27
948 13 28
948 9 10
948 30 436
948 11 51
948 1 15
948 1 5
948 1 3
948 1 2
948 13 324
948 949 950
948 22 419
948 30 464
948 24 3
948 30 600
951 1 3
952 83 92
953 11 45
953 1 2
953 22 76
953 1 3
953 24 3
953 1 15
954 1 5
954 11 45
954 1 3
954 13 197
954 1 2
954 24 3
954 13 198
954 1 7
954 30 955
954 13 139
954 11 49
954 13 145
954 13 118
954 30 198
956 1 7
956 96 180
956 957 958
956 1 2
959 1 2
959 13 28
959 24 3
959 11 380
960 367 50
960 361 28
961 11 962
961 11 963
961 11 964
965 24 169
965 1 169
965 1 15
966 1 2
966 9 10
966 1 15
967 9 10
968 11 12
968 1 5
968 1 3
968 1 2
968 83 92
968 22 124
969 1 3
970 1 871
970 1 5
971 9 10
972 1 5
972 1 396
973 1 235
973 529 530
973 96 542
973 96 661
973 1 390
973 96 543
973 1 7
973 1 121
974 96 134
974 83 87
974 24 3
974 13 118
974 13 85
974 83 92
974 9 10
974 1 5
974 1 15
975 24 3
975 30 14
975 1 15
975 30 756
975 1 7
975 1 5
976 22 76
976 1 5
976 24 3
976 13 28
976 1 7
977 30 420
977 30 955
977 1 7
977 30 198
977 30 118
977 13 373
977 9 10
977 1 341
977 30 357
977 13 139
977 13 27
977 30 633
977 30 978
977 1 15
977 1 3
977 22 978
977 30 464
977 1 101
977 11 357
977 1 2
977 22 633
977 30 944
977 30 373
977 13 198
977 13 118
977 13 979
980 9 10
980 13 103
980 1 2
980 13 64
980 24 3
980 11 45
980 1 341
980 22 76
981 13 435
981 13 434
981 90 148
981 13 73
981 1 101
981 11 45
981 24 3
981 1 5
981 83 84
981 90 154
981 1 3
981 90 134
981 22 76
981 83 92
981 90 119
981 90 982
981 90 110
981 797 327
981 30 464
981 1 2
981 83 87
981 30 435
981 9 10
981 1 7
983 1 101
983 1 70
983 30 37
983 1 871
983 30 436
983 1 3
983 22 20
983 1 15
983 1 5
983 24 70
983 30 600
983 1 7
983 13 28
983 30 20
983 30 420
983 9 356
984 1 835
984 1 570
984 90 542
984 675 76
984 24 886
984 1 985
984 1 121
984 1 886
984 90 531
984 1 550
984 1 7
984 1 235
984 1 391
984 1 375
984 99 45
984 90 577
984 1 287
984 90 543
984 90 661
984 1 286
984 986 491
984 265 266
984 1 390
984 1 888
984 1 887
987 1 5
987 361 28
988 9 10
988 13 64
989 1 238
989 1 7
989 300 59
989 19 76
990 9 10
990 30 420
990 13 73
990 13 27
990 13 340
990 13 118
990 1 341
990 13 28
990 30 464
990 1 5
990 24 3
990 83 87
990 11 474
990 30 436
990 1 289
990 22 473
990 83 84
990 83 92
990 30 600
991 1 169
992 367 45
992 1 7
993 1 382
993 13 14
993 30 901
993 13 994
993 1 7
993 1 314
993 30 905
993 1 2
993 1 3
993 22 20
993 1 341
993 1 5
993 24 314
993 90 106
993 22 76
993 1 15
993 9 315
993 30 756
993 11 50
995 1 5
995 13 108
995 22 76
995 30 996
995 1 341
995 24 3
995 1 7
995 1 3
995 1 2
995 13 67
995 13 103
995 9 10
995 1 15
995 803 997
995 30 197
998 1 121
998 96 543
998 96 661
998 96 542
998 96 531
998 90 577
998 1 391
998 1 7
998 1 375
999 24 3
999 9 10
999 11 36
999 13 73
999 13 118
999 22 72
999 1 3
1000 1 238
1001 13 14
1001 1 15
1002 1 2
1002 83 982
1002 83 92
1002 1 15
1002 22 76
1002 24 3
1002 1 858
1002 1 5
1002 13 14
1002 11 38
1002 13 181
1002 11 42
1002 1 7
1003 1 2
1004 1 5
1004 1 7
1004 30 1005
1004 11 45
1004 1 341
1004 1 3
1006 96 531
1006 96 542
1006 96 543
1006 96 661
1006 1 7
1006 1 121
1006 1 375
1006 24 885
1007 9 356
1007 1 3
1007 90 87
1007 13 27
1007 1 2
1007 1 5
1007 83 92
1007 30 1008
1007 1 15
1007 90 84
1007 30 436
1007 24 70
1007 30 420
1007 30 464
1007 13 139
1007 30 198
1007 30 473
1007 30 474
1007 13 28
1007 30 600
1007 1 101
1007 11 474
1007 1 70
1009 13 139
1009 1 341
1009 11 1010
1009 13 353
1009 22 76
1009 1 7
1009 1 3
1009 13 28
1009 22 232
1009 30 198
1009 30 103
1009 13 103
1009 383 499
1011 1 471
1011 1 7
1011 96 543
1011 1 391
1011 1 289
1011 265 266
1011 99 37
1011 1 390
1011 1 121
1011 1 375
1012 1 2
1013 1 101
1013 1 5
1013 13 994
1013 11 45
1013 1 7
1013 22 76
1013 30 905
1013 30 14
1013 1 3
1013 1 382
1013 1 2
1013 30 756
1013 13 14
1013 24 3
1014 367 45
1014 1 7
1014 361 443
1014 361 198
1014 1 169
1014 361 103
1014 1 15
1014 24 169
1014 1 5
1014 1 2
1014 361 1015
1016 13 435
1016 1 5
1016 11 45
1016 13 163
1016 13 28
1017 361 14
1017 361 1015
1017 367 45
1018 1 121
1018 96 543
1018 96 531
1018 1 375
1018 96 542
1018 1 235
1018 96 661
1018 1 7
1018 1 391
1018 1 287
1018 265 266
1019 1 5
1020 1 390
1020 96 543
1020 1 235
1020 1 289
1020 96 542
1020 1 391
1020 99 45
1020 1 375
1020 96 531
1021 83 87
1021 22 978
1021 11 306
1021 83 92
1021 1 2
1022 1 5
1022 83 92
1022 11 40
1022 83 87
1022 13 27
1022 13 28
1023 1 15
1023 11 45
1023 9 10
1023 1 3
1023 1 7
1023 1 341
1023 13 14
1023 1 2
1024 1 15
1024 367 49
1024 9 10
1024 13 435
1024 1 169
1024 13 64
1024 311 76
1024 13 67
1024 361 67
1025 13 108
1025 22 76
1025 1 2
1025 1 7
1025 13 67
1025 311 76
1025 1 3
1025 1 15
1025 11 49
1026 1 235
1026 1 289
1026 99 45
1027 96 531
1027 96 661
1027 1 471
1027 96 543
1027 1 390
1027 1 375
1027 96 542
1028 13 103
1028 1 5
1028 11 147
1028 1 2
1029 1 303
1029 1 2
1029 1 7
1029 1 5
1030 90 119
1030 1 751
1030 30 20
1030 9 10
1030 11 37
1030 90 154
1030 30 420
1030 90 117
1030 30 37
1030 90 110
1030 30 1031
1030 30 436
1030 1 70
1030 30 69
1030 83 87
1030 13 27
1030 90 91
1030 1 7
1030 83 84
1030 1 871
1030 90 582
1030 90 115
1030 22 76
1030 90 148
1030 1 2
1030 1 15
1030 1 5
1032 24 169
1032 1 15
1032 361 28
1032 1 2
1033 90 577
1033 1 390
1033 1 7
1033 96 543
1033 1 375
1033 1 391
1034 1 3
1034 1 5
1034 1 15
1034 13 28
1035 22 76
1035 1 7
1035 803 1036
1035 13 59
1035 9 10
1035 24 3
1037 1 2
1037 1 3
1037 1 15
1037 11 40
1037 13 139
1037 22 601
1037 9 10
1037 1 7
1038 96 661
1038 1 287
1038 1 391
1038 24 287
1038 90 577
1038 1 7
1038 1 390
1038 96 543
1038 96 531
1038 265 266
1039 9 356
1039 22 419
1039 1 15
1040 11 45
1040 24 3
1040 13 362
1041 24 3
1041 1 15
1042 1 5
1042 1 7
1043 1 7
1044 1 57
1045 1 341
1045 22 20
1045 383 499
1045 13 118
1045 1 3
1045 11 45
1045 1 2
1045 1 5
1045 13 59
1045 9 10
1045 13 28
1045 22 124
1045 30 1046
1045 1 7
1045 1 15
1045 24 3
1045 30 944
1045 22 76
1047 83 84
1047 1 3
1047 1 5
1047 13 28
1047 96 110
1048 1 2
1048 1 5
1049 1 7
1050 1 5
1050 1 3
1051 1 15
1051 9 10
1051 13 435
1051 1 3
1052 24 835
1052 1 375
1052 1 835
1052 1 7
1052 265 266
1053 1 5
1053 13 69
1054 24 238
1055 1 2
1055 9 10
1055 1 15
1055 13 28
1056 1 5
1056 24 3
1056 9 10
1056 1 3
1056 96 134
1056 13 28
1056 11 45
1056 1 2
1057 83 87
1057 83 84
1057 13 69
1057 9 10
1057 11 45
1057 22 76
1057 1 7
1058 1 5
1058 1 7
1058 83 87
1058 9 10
1058 1 3
1059 1 2
1060 1 5
1060 1 15
1061 83 87
1061 13 27
1061 22 558
1061 1 5
1061 11 40
1062 22 76
1062 24 3
1062 1 5
1062 90 175
1062 9 10
1063 90 91
1063 24 3
1063 1 2
1063 22 76
1063 13 85
1063 90 106
1063 9 10
1063 1 5
1063 1 15
1064 1 15
1065 1 15
1065 957 327
1066 80 243
1067 1 5
1067 1 169
1067 96 864
1068 24 70
1069 13 28
1069 13 73
1069 1 5
1069 22 72
1070 96 119
1070 1 5
1070 83 92
1070 24 3
1070 83 84
1071 1 3
1071 90 148
1071 1 2
1071 22 1072
1071 90 110
1071 1 7
1071 83 84
1071 11 789
1071 83 87
1071 96 175
1071 1 15
1071 24 3
1071 90 115
1071 90 117
1071 83 92
1073 96 92
1073 1 5
1073 24 3
1073 96 87
1073 1 2
1073 13 64
1074 11 40
1074 1 2
1074 11 45
1074 90 134
1074 1 7
1074 1 15
1074 1 3
1074 83 87
1074 83 92
1074 22 76
1074 24 3
1075 13 108
1075 90 106
1075 13 64
1075 83 84
1075 83 87
1075 90 91
1075 1 2
1075 13 28
1075 90 119
1075 83 92
1075 90 115
1075 22 20
1075 22 76
1075 90 117
1075 90 134
1075 1 5
1075 90 154
1076 83 84
1076 22 76
1076 1 7
1076 13 64
1076 1 2
1076 11 45
1076 83 87
1076 9 10
1076 1 3
1076 24 3
1076 83 92
1077 1 247
1078 90 91
1078 1 3
1078 1 7
1078 90 175
1078 22 94
1078 9 10
1078 90 115
1078 90 106
1079 1 3
1079 1 5
1079 22 76
1079 13 69
1080 11 40
1080 96 91
1080 24 70
1080 1 5
1080 96 119
1081 1 1082
1081 1 5
1083 24 169
1084 1 70
1084 1 15
1085 1 15
1085 1 2
1086 1 57
1087 90 106
1087 83 84
1087 83 92
1087 1 7
1087 13 14
1087 1 15
1087 90 117
1087 96 110
1087 9 10
1087 13 64
1087 22 419
1087 90 154
1087 1 3
1088 1 70
1089 90 115
1089 90 106
1089 1 2
1089 22 76
1089 1 3
1089 90 91
1089 1 7
1089 9 10
1089 83 92
1089 1 15
1089 90 92
1089 24 3
1090 13 28
1090 1 7
1090 24 3
1090 22 76
1091 1 5
1091 9 10
1091 90 175
1091 1 3
1091 90 119
1091 1 2
1091 22 232
1091 11 400
1091 83 87
1091 90 117
1091 90 110
1091 1 15
1091 24 3
1092 487 45
1092 300 902
1092 1 15
1093 90 117
1093 90 1094
1093 83 84
1093 90 175
1093 13 28
1093 24 3
1093 1 7
1093 1 5
1093 90 148
1093 22 76
1093 90 106
1093 90 154
1093 90 982
1093 90 115
1093 90 119
1093 9 10
